time1,zhu1,time2,zhu2,time3,zhu3,A1,A2,A3,B1,B2,B3,C1,C2,C3,D1,D2,D3
34080,2074,36052,2537,35826,1144,0,0,125,0,0,914,0,0,182,0,0,0
34081,2074,36053,2537,35827,1144,0,0,125,0,0,915,0,0,182,0,0,0
34082,2074,36054,2537,35828,1144,0,0,125,0,0,915,0,0,182,0,0,0
34083,2074,36055,2537,35829,1145,0,0,125,0,0,915,0,0,182,0,0,0
34084,2074,36056,2537,35830,1145,0,0,125,0,0,915,0,0,182,0,0,0
34085,2074,36057,2537,35831,1145,0,0,125,0,0,915,0,0,182,0,0,0
34087,2074,36058,2537,35832,1145,0,0,125,0,0,915,0,0,182,0,0,0
34088,2074,36059,2537,35833,1145,0,0,125,0,0,915,0,0,182,0,0,0
34089,2074,36060,2537,35834,1145,0,0,125,0,0,915,0,0,182,0,0,0
34091,2074,36061,2537,35835,1145,0,0,125,0,0,915,0,0,182,0,0,0
34093,2074,36062,2537,35836,1144,0,0,125,0,0,915,0,0,182,0,0,0
34094,2074,36063,2537,35837,1144,0,0,125,0,0,915,0,0,182,0,0,0
34095,2074,36064,2537,35838,1144,0,0,125,0,0,915,0,0,182,0,0,0
34096,2074,36065,2537,35839,1144,0,0,125,0,0,915,0,0,182,0,0,0
34097,2074,36066,2537,35840,1144,0,0,125,0,0,915,0,0,182,0,0,0
34098,2074,36067,2537,35841,1144,0,0,125,0,0,915,0,0,182,0,0,0
34099,2074,36068,2537,35842,1144,0,0,125,0,0,915,0,0,182,0,0,0
34101,2074,36069,2537,35843,1144,0,0,125,0,0,915,0,0,182,0,0,0
34102,2074,36070,2537,35844,1144,0,0,125,0,0,915,0,0,182,0,0,0
34103,2074,36071,2537,35845,1144,0,0,125,0,0,915,0,0,182,0,0,0
34105,2074,36072,2537,35846,1144,0,0,125,0,0,915,0,0,182,0,0,0
34107,2074,36073,2537,35847,1144,0,0,125,0,0,915,0,0,182,0,0,0
34108,2075,36074,2537,35848,1144,0,0,125,0,0,915,0,0,182,0,0,0
34109,2075,36075,2537,35849,1144,0,0,125,0,0,915,0,0,182,0,0,0
34110,2075,36076,2537,35850,1146,0,0,125,0,0,915,0,0,182,0,0,0
34112,2075,36077,2537,35851,1146,0,0,125,0,0,915,0,0,182,0,0,0
34114,2075,36078,2537,35852,1147,0,0,125,0,0,915,0,0,182,0,0,0
34115,2075,36079,2537,35853,1147,0,0,125,0,0,915,0,0,182,0,0,0
34116,2075,36080,2537,35854,1147,0,0,125,0,0,915,0,0,182,0,0,0
34117,2075,36081,2537,35855,1147,0,0,125,0,0,915,0,0,182,0,0,0
34118,2075,36082,2537,35856,1148,0,0,125,0,0,915,0,0,182,0,0,0
34119,2075,36083,2537,35857,1148,0,0,125,0,0,915,0,0,182,0,0,0
34121,2075,36084,2537,35858,1148,0,0,125,0,0,915,0,0,182,0,0,0
34123,2075,36085,2537,35859,1148,0,0,125,0,0,915,0,0,182,0,0,0
34124,2075,36086,2537,35860,1148,0,0,125,0,0,915,0,0,182,0,0,0
34126,2075,36087,2537,35861,1148,0,0,125,0,0,915,0,0,182,0,0,0
34127,2076,36088,2537,35862,1148,0,0,125,0,0,915,0,0,182,0,0,0
34128,2076,36089,2537,35863,1148,0,0,125,0,0,915,0,0,182,0,0,0
34129,2076,36090,2537,35864,1149,0,0,125,0,0,915,0,0,182,0,0,0
34130,2077,36091,2537,35865,1149,0,0,125,0,0,915,0,0,182,0,0,0
34131,2077,36092,2537,35866,1149,0,0,125,0,0,915,0,0,182,0,0,0
34133,2077,36093,2537,35867,1149,0,0,125,0,0,915,0,0,182,0,0,0
34134,2077,36094,2537,35868,1149,0,0,125,0,0,915,0,0,182,0,0,0
34135,2077,36095,2537,35869,1149,0,0,125,0,0,916,0,0,182,0,0,0
34136,2077,36096,2537,35870,1149,0,0,125,0,0,916,0,0,182,0,0,0
34137,2077,36097,2537,35871,1149,0,0,125,0,0,916,0,0,182,0,0,0
34138,2077,36098,2537,35872,1149,0,0,125,0,0,916,0,0,182,0,0,0
34139,2077,36099,2537,35873,1149,0,0,125,0,0,916,0,0,182,0,0,0
34140,2077,36100,2537,35874,1149,0,0,125,0,0,916,0,0,182,0,0,0
34141,2077,36101,2537,35875,1149,0,0,125,0,0,916,0,0,182,0,0,0
34142,2077,36102,2537,35876,1149,0,0,125,0,0,916,0,0,182,0,0,0
34144,2077,36103,2537,35877,1149,0,0,125,0,0,916,0,0,182,0,0,0
34145,2077,36104,2537,35878,1149,0,0,125,0,0,916,0,0,182,0,0,0
34146,2077,36105,2537,35879,1149,0,0,125,0,0,916,0,0,182,0,0,0
34147,2077,36106,2537,35881,1149,0,0,125,0,0,916,0,0,182,0,0,0
34148,2077,36107,2537,35882,1149,0,0,125,0,0,916,0,0,182,0,0,0
34149,2077,36108,2537,35883,1149,0,0,125,0,0,916,0,0,182,0,0,0
34152,2077,36109,2537,35884,1149,0,0,125,0,0,916,0,0,182,0,0,0
34153,2077,36110,2537,35885,1149,0,0,125,0,0,916,0,0,182,0,0,0
34154,2077,36111,2537,35886,1149,0,0,125,0,0,916,0,0,182,0,0,0
34155,2077,36112,2537,35887,1149,0,0,125,0,0,916,0,0,182,0,0,0
34156,2077,36113,2537,35888,1149,0,0,125,0,0,916,0,0,182,0,0,0
34157,2077,36114,2537,35889,1149,0,0,125,0,0,916,0,0,182,0,0,0
34159,2078,36115,2537,35890,1149,0,0,125,0,0,916,0,0,182,0,0,0
34160,2078,36116,2537,35891,1149,0,0,125,0,0,916,0,0,182,0,0,0
34161,2078,36117,2537,35892,1149,0,0,125,0,0,916,0,0,182,0,0,0
34163,2078,36118,2537,35893,1149,0,0,125,0,0,916,0,0,182,0,0,0
34164,2078,36119,2537,35894,1149,0,0,125,0,0,916,0,0,181,0,0,0
34166,2078,36120,2537,35896,1149,0,0,125,0,0,916,0,0,181,0,0,0
34167,2078,36121,2537,35897,1149,0,0,125,0,0,916,0,0,181,0,0,0
34168,2078,36122,2537,35898,1149,0,0,125,0,0,916,0,0,181,0,0,0
34169,2078,36123,2537,35900,1150,0,0,125,0,0,916,0,0,181,0,0,0
34170,2079,36124,2537,35902,1150,0,0,125,0,0,916,0,0,181,0,0,0
34171,2079,36125,2537,35903,1150,0,0,125,0,0,916,0,0,181,0,0,0
34172,2079,36126,2537,35905,1150,0,0,125,0,0,916,0,0,181,0,0,0
34173,2079,36127,2537,35906,1150,0,0,125,0,0,916,0,0,181,0,0,0
34174,2079,36128,2537,35907,1150,0,0,125,0,0,916,0,0,181,0,0,0
34175,2079,36129,2537,35908,1150,0,0,125,0,0,916,0,0,181,0,0,0
34176,2079,36130,2537,35909,1151,0,0,125,0,0,916,0,0,181,0,0,0
34177,2079,36131,2537,35910,1151,0,0,125,0,0,916,0,0,181,0,0,0
34178,2079,36132,2537,35912,1151,0,0,125,0,0,916,0,0,181,0,0,0
34181,2079,36133,2537,35914,1151,0,0,125,0,0,916,0,0,181,0,0,0
34182,2079,36134,2537,35915,1151,0,0,125,0,0,916,0,0,181,0,0,0
34183,2079,36135,2537,35916,1151,0,0,125,0,0,916,0,0,181,0,0,0
34184,2079,36136,2537,35917,1151,0,0,125,0,0,916,0,0,181,0,0,0
34185,2079,36137,2537,35918,1151,0,0,125,0,0,916,0,0,181,0,0,0
34187,2079,36138,2537,35919,1151,0,0,125,0,0,916,0,0,181,0,0,0
34188,2079,36139,2537,35921,1151,0,0,125,0,0,916,0,0,181,0,0,0
34189,2079,36140,2537,35922,1151,0,0,125,0,0,916,0,0,181,0,0,0
34190,2079,36141,2537,35923,1151,0,0,125,0,0,916,0,0,181,0,0,0
34191,2079,36142,2537,35925,1151,0,0,125,0,0,916,0,0,181,0,0,0
34192,2079,36143,2537,35926,1151,0,0,125,0,0,916,0,0,181,0,0,0
34195,2079,36144,2537,35928,1151,0,0,125,0,0,916,0,0,181,0,0,0
34196,2079,36145,2537,35929,1151,0,0,125,0,0,916,0,0,181,0,0,0
34197,2079,36146,2537,35931,1151,0,0,125,0,0,916,0,0,181,0,0,0
34198,2079,36147,2537,35932,1151,0,0,125,0,0,916,0,0,181,0,0,0
34199,2079,36148,2537,35933,1151,0,0,125,0,0,916,0,0,181,0,0,0
34200,2079,36149,2537,35935,1151,0,0,125,0,0,916,0,0,181,0,0,0
34203,2079,36150,2537,35936,1151,0,0,125,0,0,916,0,0,181,0,0,0
34204,2079,36151,2537,35938,1151,0,0,125,0,0,916,0,0,181,0,0,0
34205,2079,36152,2537,35939,1151,0,0,125,0,0,915,0,0,181,0,0,0
34206,2079,36153,2537,35940,1151,0,0,125,0,0,915,0,0,181,0,0,0
34207,2079,36154,2537,35942,1151,0,0,125,0,0,915,0,0,181,0,0,0
34209,2079,36155,2537,35943,1151,0,0,125,0,0,915,0,0,181,0,0,0
34210,2079,36156,2537,35946,1151,0,0,125,0,0,915,0,0,181,0,0,0
34211,2079,36157,2537,35947,1151,0,0,125,0,0,915,0,0,181,0,0,0
34212,2079,36158,2537,35948,1151,0,0,125,0,0,915,0,0,181,0,0,0
34213,2079,36159,2537,35949,1152,0,0,125,0,0,915,0,0,181,0,0,0
34214,2079,36160,2537,35950,1152,0,0,125,0,0,915,0,0,181,0,0,0
34216,2079,36161,2537,35953,1152,0,0,125,0,0,915,0,0,181,0,0,0
34217,2079,36162,2537,35954,1152,0,0,125,0,0,915,0,0,181,0,0,0
34218,2079,36163,2537,35955,1152,0,0,125,0,0,915,0,0,181,0,0,0
34219,2079,36164,2537,35956,1152,0,0,125,0,0,915,0,0,181,0,0,0
34220,2079,36165,2537,35957,1152,0,0,125,0,0,915,0,0,181,0,0,0
34221,2079,36166,2537,35959,1152,0,0,125,0,0,915,0,0,181,0,0,0
34223,2079,36167,2537,35960,1152,0,0,125,0,0,915,0,0,181,0,0,0
34224,2079,36168,2537,35961,1152,0,0,125,0,0,915,0,0,181,0,0,0
34225,2079,36169,2537,35962,1152,0,0,125,0,0,915,0,0,181,0,0,0
34226,2079,36170,2537,35963,1152,0,0,125,0,0,915,0,0,181,0,0,0
34227,2079,36171,2537,35964,1152,0,0,125,0,0,915,0,0,181,0,0,0
34228,2079,36172,2537,35966,1152,0,0,125,0,0,915,0,0,181,0,0,0
34229,2079,36173,2537,35968,1152,0,0,125,0,0,915,0,0,181,0,0,0
34230,2079,36174,2537,35969,1152,0,0,125,0,0,915,0,0,181,0,0,0
34231,2079,36175,2537,35970,1152,0,0,125,0,0,915,0,0,181,0,0,0
34232,2079,36176,2537,35971,1152,0,0,125,0,0,915,0,0,181,0,0,0
34233,2080,36177,2537,35973,1152,0,0,125,0,0,915,0,0,181,0,0,0
34234,2080,36178,2537,35975,1152,0,0,125,0,0,915,0,0,181,0,0,0
34235,2080,36179,2537,35976,1152,0,0,125,0,0,915,0,0,181,0,0,0
34236,2080,36180,2537,35977,1152,0,0,125,0,0,915,0,0,181,0,0,0
34238,2080,36181,2537,35978,1152,0,0,125,0,0,915,0,0,181,0,0,0
34239,2080,36182,2537,35979,1152,0,0,125,0,0,915,0,0,181,0,0,0
34240,2080,36183,2537,35981,1152,0,0,125,0,0,915,0,0,181,0,0,0
34241,2080,36184,2537,35982,1152,0,0,125,0,0,915,0,0,181,0,0,0
34242,2080,36185,2537,35983,1152,0,0,125,0,0,915,0,0,181,0,0,0
34245,2080,36186,2537,35984,1152,0,0,125,0,0,915,0,0,181,0,0,0
34246,2080,36187,2537,35985,1152,0,0,125,0,0,915,0,0,181,0,0,0
34247,2080,36188,2537,35988,1152,0,0,125,0,0,915,0,0,181,0,0,0
34248,2080,36189,2537,35989,1152,0,0,125,0,0,915,0,0,181,0,0,0
34249,2080,36190,2537,35990,1152,0,0,125,0,0,915,0,0,181,0,0,0
34250,2080,36191,2537,35991,1152,0,0,125,0,0,915,0,0,181,0,0,0
34252,2080,36192,2537,35992,1152,0,0,125,0,0,915,0,0,181,0,0,0
34253,2080,36193,2537,35995,1152,0,0,125,0,0,915,0,0,181,0,0,0
34254,2080,36194,2537,35996,1152,0,0,125,0,0,915,0,0,181,0,0,0
34255,2080,36195,2537,35997,1152,0,0,125,0,0,915,0,0,181,0,0,0
34256,2080,36196,2537,35998,1152,0,0,125,0,0,915,0,0,181,0,0,0
34257,2080,36197,2537,35999,1152,0,0,125,0,0,915,0,0,181,0,0,0
34258,2080,36198,2537,36003,1153,0,0,125,0,0,915,0,0,181,0,0,0
34259,2080,36199,2537,36004,1153,0,0,125,0,0,915,0,0,181,0,0,0
34260,2080,36200,2537,36005,1154,0,0,125,0,0,915,0,0,181,0,0,0
34261,2080,36201,2537,36006,1154,0,0,125,0,0,915,0,0,181,0,0,0
34262,2080,36202,2537,36008,1154,0,0,125,0,0,915,0,0,181,0,0,0
34263,2080,36203,2537,36009,1154,0,0,125,0,0,915,0,0,181,0,0,0
34265,2080,36204,2537,36010,1154,0,0,125,0,0,915,0,0,181,0,0,0
34266,2080,36205,2537,36011,1154,0,0,125,0,0,915,0,0,181,0,0,0
34267,2080,36206,2537,36012,1154,0,0,125,0,0,915,0,0,181,0,0,0
34268,2080,36207,2537,36013,1154,0,0,125,0,0,915,0,0,181,0,0,0
34269,2080,36208,2537,36015,1154,0,0,125,0,0,915,0,0,181,0,0,0
34270,2080,36209,2537,36017,1154,0,0,125,0,0,915,0,0,181,0,0,0
34272,2080,36210,2537,36018,1154,0,0,125,0,0,915,0,0,181,0,0,0
34273,2080,36211,2537,36020,1154,0,0,125,0,0,915,0,0,181,0,0,0
34274,2080,36212,2537,36022,1154,0,0,125,0,0,915,0,0,181,0,0,0
34275,2080,36213,2537,36024,1154,0,0,125,0,0,915,0,0,181,0,0,0
34276,2080,36214,2537,36025,1154,0,0,125,0,0,915,0,0,181,0,0,0
34277,2080,36215,2537,36027,1155,0,0,125,0,0,915,0,0,181,0,0,0
34278,2080,36216,2537,36029,1155,0,0,125,0,0,915,0,0,181,0,0,0
34279,2080,36217,2537,36031,1155,0,0,125,0,0,915,0,0,181,0,0,0
34280,2080,36218,2537,36032,1155,0,0,125,0,0,915,0,0,181,0,0,0
34281,2080,36219,2537,36034,1155,0,0,125,0,0,915,0,0,181,0,0,0
34282,2080,36220,2537,36036,1155,0,0,125,0,0,915,0,0,181,0,0,0
34283,2080,36221,2537,36038,1155,0,0,125,0,0,915,0,0,181,0,0,0
34284,2080,36222,2537,36039,1156,0,0,125,0,0,914,0,0,181,0,0,0
34286,2080,36223,2537,36041,1156,0,0,125,0,0,914,0,0,181,0,0,0
34287,2080,36224,2537,36043,1156,0,0,125,0,0,914,0,0,181,0,0,0
34288,2080,36225,2537,36045,1156,0,0,125,0,0,914,0,0,181,0,0,0
34289,2080,36226,2537,36046,1156,0,0,125,0,0,914,0,0,181,0,0,0
34290,2080,36227,2537,36047,1156,0,0,125,0,0,914,0,0,181,0,0,0
34291,2080,36228,2537,36048,1156,0,0,125,0,0,914,0,0,181,0,0,0
34293,2080,36229,2537,36050,1156,0,0,125,0,0,914,0,0,181,0,0,0
34294,2080,36230,2537,36051,1156,0,0,125,0,0,914,0,0,181,0,0,0
34295,2080,36231,2537,36052,1156,0,0,125,0,0,914,0,0,182,0,0,0
34296,2080,36232,2537,36053,1156,0,0,125,0,0,914,0,0,182,0,0,0
34297,2080,36233,2537,36054,1156,0,0,125,0,0,914,0,0,182,0,0,0
34298,2080,36234,2537,36055,1156,0,0,125,0,0,914,0,0,182,0,0,0
34299,2080,36235,2537,36057,1156,0,0,125,0,0,914,0,0,182,0,0,0
34300,2080,36236,2537,36058,1156,0,0,125,0,0,914,0,0,182,0,0,0
34301,2080,36237,2537,36059,1156,0,0,125,0,0,914,0,0,182,0,0,0
34302,2080,36238,2537,36060,1156,0,0,125,0,0,914,0,0,182,0,0,0
34303,2080,36239,2537,36061,1156,0,0,125,0,0,914,0,0,182,0,0,0
34304,2080,36240,2537,36062,1156,0,0,125,0,0,914,0,0,182,0,0,0
34305,2080,36241,2537,36063,1156,0,0,125,0,0,914,0,0,182,0,0,0
34306,2080,36242,2537,36064,1156,0,0,125,0,0,914,0,0,182,0,0,0
34307,2080,36243,2537,36065,1156,0,0,125,0,0,914,0,0,182,0,0,0
34308,2080,36244,2537,36066,1156,0,0,125,0,0,914,0,0,182,0,0,0
34309,2080,36245,2537,36067,1157,0,0,125,0,0,914,0,0,182,0,0,0
34310,2080,36246,2537,36069,1157,0,0,125,0,0,914,0,0,182,0,0,0
34311,2080,36247,2537,36071,1157,0,0,125,0,0,914,0,0,182,0,0,0
34312,2080,36248,2537,36072,1157,0,0,125,0,0,914,0,0,182,0,0,0
34313,2080,36249,2537,36073,1157,0,0,125,0,0,914,0,0,182,0,0,0
34314,2080,36250,2537,36074,1157,0,0,125,0,0,914,0,0,182,0,0,0
34315,2080,36251,2537,36075,1157,0,0,125,0,0,914,0,0,182,0,0,0
34316,2080,36252,2537,36076,1158,0,0,125,0,0,914,0,0,182,0,0,0
34317,2080,36253,2537,36077,1158,0,0,125,0,0,914,0,0,182,0,0,0
34318,2080,36254,2537,36078,1158,0,0,125,0,0,914,0,0,182,0,0,0
34319,2080,36255,2537,36079,1158,0,0,125,0,0,914,0,0,182,0,0,0
34320,2080,36256,2537,36080,1158,0,0,125,0,0,914,0,0,182,0,0,0
34321,2080,36257,2537,36081,1158,0,0,125,0,0,914,0,0,182,0,0,0
34323,2080,36258,2537,36082,1158,0,0,125,0,0,914,0,0,182,0,0,0
34324,2080,36259,2537,36084,1158,0,0,125,0,0,914,0,0,182,0,0,0
34325,2080,36260,2537,36085,1158,0,0,125,0,0,914,0,0,182,0,0,0
34326,2080,36261,2537,36086,1158,0,0,125,0,0,914,0,0,182,0,0,0
34327,2080,36262,2537,36087,1158,0,0,125,0,0,914,0,0,182,0,0,0
34328,2080,36263,2537,36088,1158,0,0,125,0,0,914,0,0,182,0,0,0
34329,2080,36264,2537,36089,1158,0,0,125,0,0,914,0,0,182,0,0,0
34330,2080,36265,2537,36092,1158,0,0,125,0,0,914,0,0,182,0,0,0
34331,2080,36266,2537,36093,1158,0,0,125,0,0,914,0,0,182,0,0,0
34332,2080,36267,2537,36094,1158,0,0,125,0,0,914,0,0,182,0,0,0
34333,2080,36268,2537,36095,1158,0,0,125,0,0,914,0,0,182,0,0,0
34334,2080,36269,2537,36096,1158,0,0,125,0,0,914,0,0,182,0,0,0
34335,2080,36270,2537,36097,1158,0,0,125,0,0,914,0,0,182,0,0,0
34337,2080,36271,2538,36098,1158,0,0,125,0,0,914,0,0,182,0,0,0
34338,2080,36272,2538,36099,1158,0,0,125,0,0,914,0,0,182,0,0,0
34339,2080,36273,2538,36100,1158,0,0,125,0,0,914,0,0,182,0,0,0
34340,2080,36274,2538,36101,1158,0,0,125,0,0,914,0,0,182,0,0,0
34341,2080,36275,2538,36102,1158,0,0,125,0,0,914,0,0,182,0,0,0
34342,2080,36276,2538,36103,1158,0,0,125,0,0,914,0,0,182,0,0,0
34343,2080,36277,2538,36104,1158,0,0,125,0,0,914,0,0,182,0,0,0
34344,2080,36278,2538,36106,1158,0,0,125,0,0,914,0,0,182,0,0,0
34345,2080,36279,2538,36107,1158,0,0,125,0,0,914,0,0,182,0,0,0
34347,2080,36280,2538,36108,1158,0,0,125,0,0,914,0,0,182,0,0,0
34348,2080,36282,2538,36109,1158,0,0,125,0,0,914,0,0,182,0,0,0
34349,2080,36283,2538,36110,1158,0,0,125,0,0,914,0,0,182,0,0,0
34350,2080,36284,2538,36111,1158,0,0,125,0,0,914,0,0,182,0,0,0
34351,2080,36285,2539,36113,1158,0,0,125,0,0,914,0,0,182,0,0,0
34352,2080,36286,2539,36114,1158,0,0,125,0,0,915,0,0,182,0,0,0
34354,2080,36287,2539,36115,1158,0,0,125,0,0,915,0,0,182,0,0,0
34355,2080,36288,2539,36116,1158,0,0,125,0,0,915,0,0,182,0,0,0
34356,2080,36289,2539,36117,1158,0,0,125,0,0,915,0,0,182,0,0,0
34358,2080,36290,2539,36118,1158,0,0,125,0,0,915,0,0,182,0,0,0
34359,2080,36291,2540,36119,1158,0,0,125,0,0,915,0,0,182,0,0,0
34360,2080,36292,2540,36120,1158,0,0,125,0,0,916,0,0,182,0,0,0
34361,2080,36293,2540,36122,1158,0,0,125,0,0,916,0,0,182,0,0,0
34362,2080,36294,2540,36123,1159,0,0,125,0,0,916,0,0,182,0,0,0
34363,2080,36295,2540,36124,1159,0,0,125,0,0,916,0,0,182,0,0,0
34364,2080,36296,2540,36125,1159,0,0,125,0,0,916,0,0,182,0,0,0
34365,2080,36297,2540,36127,1159,0,0,125,0,0,916,0,0,182,0,0,0
34366,2080,36298,2540,36128,1159,0,0,125,0,0,916,0,0,182,0,0,0
34368,2080,36299,2540,36129,1159,0,0,125,0,0,916,0,0,182,0,0,0
34369,2080,36301,2540,36130,1159,0,0,125,0,0,916,0,0,182,0,0,0
34370,2080,36302,2540,36131,1159,0,0,125,0,0,916,0,0,182,0,0,0
34372,2080,36303,2540,36132,1159,0,0,125,0,0,916,0,0,182,0,0,0
34373,2080,36304,2540,36134,1159,0,0,125,0,0,916,0,0,183,0,0,0
34375,2080,36305,2540,36135,1159,0,0,125,0,0,916,0,0,183,0,0,0
34376,2080,36306,2540,36136,1159,0,0,125,0,0,916,0,0,183,0,0,0
34377,2080,36307,2540,36138,1159,0,0,125,0,0,916,0,0,183,0,0,0
34378,2080,36308,2540,36139,1159,0,0,125,0,0,916,0,0,183,0,0,0
34379,2080,36309,2540,36142,1159,0,0,125,0,0,916,0,0,183,0,0,0
34380,2080,36310,2540,36143,1159,0,0,125,0,0,916,0,0,183,0,0,0
34382,2080,36311,2541,36146,1159,0,0,125,0,0,916,0,0,183,0,0,0
34383,2080,36312,2541,36148,1159,0,0,125,0,0,916,0,0,183,0,0,0
34384,2080,36313,2541,36149,1159,0,0,125,0,0,916,0,0,183,0,0,0
34385,2080,36314,2541,36150,1160,0,0,125,0,0,916,0,0,183,0,0,0
34386,2080,36315,2541,36153,1160,0,0,125,0,0,916,0,0,183,0,0,0
34387,2080,36316,2541,36156,1160,0,0,125,0,0,916,0,0,183,0,0,0
34388,2080,36317,2541,36157,1160,0,0,125,0,0,916,0,0,183,0,0,0
34389,2080,36318,2541,36158,1160,0,0,125,0,0,916,0,0,183,0,0,0
34390,2080,36319,2541,36160,1160,0,0,125,0,0,916,0,0,183,0,0,0
34392,2080,36320,2541,36162,1160,0,0,125,0,0,916,0,0,183,0,0,0
34393,2079,36321,2541,36163,1160,0,0,125,0,0,916,0,0,183,0,0,0
34394,2080,36322,2541,36164,1160,0,0,125,0,0,916,0,0,183,0,0,0
34395,2080,36323,2541,36167,1160,0,0,125,0,0,916,0,0,183,0,0,0
34396,2080,36324,2541,36168,1160,0,0,125,0,0,916,0,0,183,0,0,0
34397,2080,36325,2541,36169,1160,0,0,125,0,0,916,0,0,183,0,0,0
34398,2080,36326,2541,36170,1160,0,0,125,0,0,916,0,0,183,0,0,0
34399,2080,36327,2541,36171,1160,0,0,125,0,0,915,0,0,183,0,0,0
34400,2080,36328,2541,36174,1160,0,0,125,0,0,915,0,0,183,0,0,0
34401,2080,36329,2541,36176,1160,0,0,125,0,0,915,0,0,183,0,0,0
34402,2080,36330,2541,36177,1160,0,0,125,0,0,915,0,0,183,0,0,0
34403,2080,36331,2541,36178,1160,0,0,125,0,0,915,0,0,183,0,0,0
34404,2080,36332,2541,36179,1160,0,0,125,0,0,914,0,0,183,0,0,0
34406,2080,36333,2541,36180,1160,0,0,125,0,0,914,0,0,183,0,0,0
34407,2081,36334,2541,36181,1160,0,0,125,0,0,914,0,0,183,0,0,0
34408,2081,36335,2541,36182,1160,0,0,125,0,0,914,0,0,183,0,0,0
34409,2081,36336,2541,36183,1160,0,0,125,0,0,914,0,0,183,0,0,0
34410,2081,36337,2541,36184,1160,0,0,125,0,0,914,0,0,183,0,0,0
34411,2081,36338,2541,36185,1160,0,0,125,0,0,914,0,0,183,0,0,0
34412,2081,36339,2541,36186,1160,0,0,125,0,0,914,0,0,183,0,0,0
34413,2081,36340,2541,36188,1160,0,0,125,0,0,914,0,0,183,0,0,0
34414,2081,36341,2541,36190,1160,0,0,125,0,0,914,0,0,183,0,0,0
34415,2081,36342,2541,36191,1160,0,0,125,0,0,914,0,0,183,0,0,0
34416,2081,36343,2541,36192,1160,0,0,125,0,0,914,0,0,183,0,0,0
34417,2081,36344,2541,36193,1160,0,0,125,0,0,914,0,0,183,0,0,0
34418,2082,36345,2541,36194,1160,0,0,125,0,0,914,0,0,183,0,0,0
34419,2082,36346,2541,36196,1160,0,0,125,0,0,914,0,0,183,0,0,0
34420,2082,36347,2541,36197,1160,0,0,125,0,0,914,0,0,183,0,0,0
34421,2082,36348,2541,36198,1160,0,0,125,0,0,914,0,0,183,0,0,0
34422,2082,36349,2541,36199,1160,0,0,125,0,0,914,0,0,183,0,0,0
34423,2082,36350,2541,36200,1160,0,0,125,0,0,914,0,0,183,0,0,0
34424,2082,36351,2541,36202,1160,0,0,125,0,0,914,0,0,183,0,0,0
34425,2082,36352,2541,36203,1160,0,0,125,0,0,915,0,0,183,0,0,0
34426,2082,36353,2541,36205,1160,0,0,125,0,0,915,0,0,183,0,0,0
34427,2082,36354,2541,36206,1160,0,0,125,0,0,915,0,0,183,0,0,0
34428,2082,36355,2541,36207,1160,0,0,125,0,0,915,0,0,183,0,0,0
34429,2082,36356,2541,36208,1160,0,0,125,0,0,915,0,0,183,0,0,0
34430,2082,36357,2541,36209,1160,0,0,125,0,0,915,0,0,183,0,0,0
34431,2081,36358,2541,36211,1160,0,0,125,0,0,914,0,0,183,0,0,0
34432,2081,36359,2541,36212,1160,0,0,125,0,0,914,0,0,183,0,0,0
34433,2081,36360,2541,36213,1160,0,0,125,0,0,914,0,0,183,0,0,0
34434,2081,36361,2542,36214,1160,0,0,125,0,0,914,0,0,183,0,0,0
34435,2081,36362,2542,36215,1160,0,0,125,0,0,914,0,0,183,0,0,0
34436,2081,36363,2542,36216,1160,0,0,125,0,0,914,0,0,183,0,0,0
34437,2081,36364,2542,36217,1160,0,0,125,0,0,914,0,0,183,0,0,0
34438,2081,36365,2542,36218,1160,0,0,125,0,0,914,0,0,183,0,0,0
34439,2081,36366,2542,36219,1160,0,0,125,0,0,914,0,0,183,0,0,0
34440,2081,36367,2542,36220,1160,0,0,125,0,0,914,0,0,183,0,0,0
34441,2081,36368,2542,36221,1160,0,0,125,0,0,914,0,0,183,0,0,0
34443,2081,36369,2542,36222,1160,0,0,125,0,0,914,0,0,183,0,0,0
34444,2081,36370,2542,36223,1160,0,0,125,0,0,914,0,0,183,0,0,0
34445,2081,36371,2542,36224,1160,0,0,125,0,0,914,0,0,183,0,0,0
34446,2081,36372,2542,36225,1160,0,0,125,0,0,914,0,0,183,0,0,0
34447,2081,36373,2542,36226,1160,0,0,125,0,0,914,0,0,183,0,0,0
34448,2081,36374,2542,36227,1160,0,0,125,0,0,914,0,0,183,0,0,0
34449,2081,36375,2542,36228,1160,0,0,125,0,0,914,0,0,183,0,0,0
34450,2081,36376,2542,36229,1160,0,0,125,0,0,914,0,0,183,0,0,0
34451,2081,36377,2542,36230,1160,0,0,125,0,0,914,0,0,183,0,0,0
34452,2081,36378,2542,36231,1160,0,0,125,0,0,914,0,0,183,0,0,0
34453,2081,36379,2542,36232,1160,0,0,125,0,0,914,0,0,183,0,0,0
34454,2081,36380,2542,36234,1160,0,0,125,0,0,914,0,0,183,0,0,0
34455,2081,36381,2542,36235,1160,0,0,125,0,0,914,0,0,183,0,0,0
34456,2081,36382,2542,36236,1160,0,0,125,0,0,914,0,0,183,0,0,0
34457,2081,36383,2542,36237,1160,0,0,125,0,0,914,0,0,184,0,0,0
34458,2081,36384,2542,36239,1160,0,0,125,0,0,913,0,0,184,0,0,0
